# sensor ID : 3a115eff-369b-4f3b-8adb-163b0e612a70
# metric : velocity
1973-11-03T16:00:13.000Z,0.5223907154798506
1973-11-03T22:01:03.000Z,1.6804453456401807
1973-11-04T04:01:03.000Z,1.7226623225212137
1973-11-04T11:01:03.000Z,1.6434492516517591
1973-11-04T17:01:03.000Z,1.4764773881435391
1973-11-04T23:01:03.000Z,1.6025015842914574
1973-11-05T05:01:03.000Z,1.715936640501026
1973-11-05T11:01:03.000Z,1.6680217766761791
1973-11-05T17:01:03.000Z,1.6895098757743867
1973-11-05T23:01:03.000Z,2.167253780364985
